A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
27-06-2024,6,5,10,NILOUFER TEA,150,89,OATS BISCUIT,125,118,FRENCHFRIES,250,105,BLUEBERRY CAKE,480,14
27-06-2024,6,5,11,NILOUFER TEA,150,145,RAGI BISCUIT,230,292,CLASSIC PIZZA - S,100,126,RED VELVET PASTRY,111,17
27-06-2024,6,5,12,NILOUFER TEA,150,147,COCONUT BISCUIT,150,289,BURGER,165,117,BELGIUM CHOCLATE PASTRY,159,14
27-06-2024,6,5,13,NILOUFER TEA,150,104,FRUIT PREMIUM,500,245,BUTTER CAKE,89,126,BLACK FOREST PASTRY,111,13
27-06-2024,6,5,14,NILOUFER TEA,150,124,PALMIERS,170,230,BURGUR BUN,170,119,BRAZILIAN COFFEE PASTRY,159,15
27-06-2024,6,5,15,NILOUFER TEA,150,139,CHOCOCHIP OSMANIA,165,209,VEG ROLL,45,133,OPERA PASTRY,169.9,11
27-06-2024,6,5,16,NILOUFER TEA,150,117,PLAIN KHARI,175,229,ALOO PARATHA,280,128,ENGLISH FRUIT CUSTURD,193,19
27-06-2024,6,5,17,NILOUFER TEA,150,74,DRY FRUIT PREMIUM,725,274,PAV BAJI,69,103,PREMIUM BUTTERSCOCH,159,15
27-06-2024,6,5,18,NILOUFER TEA,150,78,CHOCO ROCKS,320,246,VEG STICKS,220,119,EGGLESS BUTTERSCOCH,360,28
27-06-2024,6,5,19,NILOUFER TEA,150,102,GHEE BUN,80,218,PANNER PIZZA,320,149,EGGLESS CHOCOCHIP CAKE,410,12
27-06-2024,6,5,20,NILOUFER TEA,150,104,DUM KA ROAT,600,277,MUSHROOM WRAP,450,136,EGGLESS CHOCO TRUFFLE CAKE,520,24
27-06-2024,6,5,21,NILOUFER TEA,150,79,ATTA BISCUIT,180,130,MASALA FRIES,250,108,EGGLESS RASMALAI CAKE,620,12
27-06-2024,6,5,22,NILOUFER TEA,150,104,GHEE ALMOND,220,263,SWEET CORN,20,115,TIRAMISU PASTRY,160.9,29
27-06-2024,6,5,23,NILOUFER TEA,150,105,OSMANIA CLASSIC,60,241,VADA PAV,180,134,SWISS ROCHER PASTRY,159,14
27-06-2024,6,5,24,NILOUFER TEA,150,69,OSMANIA PREMIUM,450,146,POPCORN,25,138,CHEESE CAKE,480,23
28-06-2024,6,6,1,NILOUFER TEA,150,116,BUTTER ALMOND,140,237,VEG PUFF,59,113,VANILLA CAKE,169,27
28-06-2024,6,6,2,NILOUFER TEA,150,119,DRY FRUIT,140,195,PANEER PUFF,69,139,BUTTERSCOCH CAKE,159,29
28-06-2024,6,6,3,NILOUFER TEA,150,65,CHOCOCHIP,100,195,EGG PUFF,70,148,DRY FRUITS CAKE,220,28
28-06-2024,6,6,4,NILOUFER TEA,150,76,DOUBLE CHOCOCHIP,120,294,ALOO SAMOSA,45,105,STRAWBERRY CAKE,250,15
28-06-2024,6,6,5,NILOUFER TEA,150,105,FRUIT BISCUIT,180,200,MASKA BUN,100,121,PINEAPPLE CAKE,111,30
28-06-2024,6,6,6,NILOUFER TEA,150,64,SALT BISCUIT,140,128,MALAI BUN,180,135,RASMALAI CAKE,250,19
28-06-2024,6,6,7,NILOUFER TEA,150,65,MELTING COOKIES,200,123,SANDWICH,120,130,CHOCLATE CAKE,320,29
28-06-2024,6,6,8,NILOUFER TEA,150,69,ALMOND STICKS,400,151,VEG HALEEM,320,149,CHOCO CHIPS CAKES,320,21
28-06-2024,6,6,9,NILOUFER TEA,150,100,MULTIGRAIN BISCUIT,210,288,ONION SAMOSA,50,104,ALMONDS CAKE,230,24
28-06-2024,6,6,10,NILOUFER TEA,150,126,OATS BISCUIT,125,198,FRENCHFRIES,250,141,BLUEBERRY CAKE,480,11
28-06-2024,6,6,11,NILOUFER TEA,150,85,RAGI BISCUIT,230,204,CLASSIC PIZZA - S,100,142,RED VELVET PASTRY,111,23
28-06-2024,6,6,12,NILOUFER TEA,150,118,COCONUT BISCUIT,150,130,BURGER,165,116,BELGIUM CHOCLATE PASTRY,159,24
28-06-2024,6,6,13,NILOUFER TEA,150,137,FRUIT PREMIUM,500,104,BUTTER CAKE,89,111,BLACK FOREST PASTRY,111,28
28-06-2024,6,6,14,NILOUFER TEA,150,113,PALMIERS,170,145,BURGUR BUN,170,131,BRAZILIAN COFFEE PASTRY,159,21
28-06-2024,6,6,15,NILOUFER TEA,150,100,CHOCOCHIP OSMANIA,165,287,VEG ROLL,45,131,OPERA PASTRY,169.9,13
28-06-2024,6,6,16,NILOUFER TEA,150,145,PLAIN KHARI,175,118,ALOO PARATHA,280,150,ENGLISH FRUIT CUSTURD,193,25
28-06-2024,6,6,17,NILOUFER TEA,150,142,DRY FRUIT PREMIUM,725,185,PAV BAJI,69,105,PREMIUM BUTTERSCOCH,159,18
28-06-2024,6,6,18,NILOUFER TEA,150,126,CHOCO ROCKS,320,132,VEG STICKS,220,102,EGGLESS BUTTERSCOCH,360,20
28-06-2024,6,6,19,NILOUFER TEA,150,104,GHEE BUN,80,123,PANNER PIZZA,320,137,EGGLESS CHOCOCHIP CAKE,410,19
28-06-2024,6,6,20,NILOUFER TEA,150,80,DUM KA ROAT,600,202,MUSHROOM WRAP,450,135,EGGLESS CHOCO TRUFFLE CAKE,520,21
28-06-2024,6,6,21,NILOUFER TEA,150,88,ATTA BISCUIT,180,247,MASALA FRIES,250,107,EGGLESS RASMALAI CAKE,620,30
28-06-2024,6,6,22,NILOUFER TEA,150,128,GHEE ALMOND,220,267,SWEET CORN,20,139,TIRAMISU PASTRY,160.9,21
28-06-2024,6,6,23,NILOUFER TEA,150,150,OSMANIA CLASSIC,60,193,VADA PAV,180,128,SWISS ROCHER PASTRY,159,30
28-06-2024,6,6,24,NILOUFER TEA,150,145,OSMANIA PREMIUM,450,175,POPCORN,25,147,CHEESE CAKE,480,28
29-06-2024,6,7,1,NILOUFER TEA,150,143,BUTTER ALMOND,140,234,VEG PUFF,59,130,VANILLA CAKE,169,12
29-06-2024,6,7,2,NILOUFER TEA,150,116,DRY FRUIT,140,247,PANEER PUFF,69,136,BUTTERSCOCH CAKE,159,18
29-06-2024,6,7,3,NILOUFER TEA,150,64,CHOCOCHIP,100,148,EGG PUFF,70,120,DRY FRUITS CAKE,220,13
29-06-2024,6,7,4,NILOUFER TEA,150,104,DOUBLE CHOCOCHIP,120,298,ALOO SAMOSA,45,130,STRAWBERRY CAKE,250,16
29-06-2024,6,7,5,NILOUFER TEA,150,100,FRUIT BISCUIT,180,125,MASKA BUN,100,144,PINEAPPLE CAKE,111,28
29-06-2024,6,7,6,NILOUFER TEA,150,139,SALT BISCUIT,140,110,MALAI BUN,180,112,RASMALAI CAKE,250,14
29-06-2024,6,7,7,NILOUFER TEA,150,110,MELTING COOKIES,200,275,SANDWICH,120,107,CHOCLATE CAKE,320,13
29-06-2024,6,7,8,NILOUFER TEA,150,94,ALMOND STICKS,400,279,VEG HALEEM,320,115,CHOCO CHIPS CAKES,320,19
29-06-2024,6,7,9,NILOUFER TEA,150,120,MULTIGRAIN BISCUIT,210,252,ONION SAMOSA,50,135,ALMONDS CAKE,230,10
29-06-2024,6,7,10,NILOUFER TEA,150,61,OATS BISCUIT,125,161,FRENCHFRIES,250,127,BLUEBERRY CAKE,480,25
29-06-2024,6,7,11,NILOUFER TEA,150,91,RAGI BISCUIT,230,261,CLASSIC PIZZA - S,100,149,RED VELVET PASTRY,111,28
29-06-2024,6,7,12,NILOUFER TEA,150,72,COCONUT BISCUIT,150,145,BURGER,165,127,BELGIUM CHOCLATE PASTRY,159,21
29-06-2024,6,7,13,NILOUFER TEA,150,136,FRUIT PREMIUM,500,158,BUTTER CAKE,89,101,BLACK FOREST PASTRY,111,10
29-06-2024,6,7,14,NILOUFER TEA,150,131,PALMIERS,170,210,BURGUR BUN,170,124,BRAZILIAN COFFEE PASTRY,159,22
29-06-2024,6,7,15,NILOUFER TEA,150,148,CHOCOCHIP OSMANIA,165,200,VEG ROLL,45,125,OPERA PASTRY,169.9,29
29-06-2024,6,7,16,NILOUFER TEA,150,73,PLAIN KHARI,175,218,ALOO PARATHA,280,111,ENGLISH FRUIT CUSTURD,193,12
29-06-2024,6,7,17,NILOUFER TEA,150,144,DRY FRUIT PREMIUM,725,214,PAV BAJI,69,137,PREMIUM BUTTERSCOCH,159,26
29-06-2024,6,7,18,NILOUFER TEA,150,134,CHOCO ROCKS,320,277,VEG STICKS,220,133,EGGLESS BUTTERSCOCH,360,10
29-06-2024,6,7,19,NILOUFER TEA,150,95,GHEE BUN,80,219,PANNER PIZZA,320,133,EGGLESS CHOCOCHIP CAKE,410,10
29-06-2024,6,7,20,NILOUFER TEA,150,129,DUM KA ROAT,600,234,MUSHROOM WRAP,450,125,EGGLESS CHOCO TRUFFLE CAKE,520,19
29-06-2024,6,7,21,NILOUFER TEA,150,61,ATTA BISCUIT,180,273,MASALA FRIES,250,134,EGGLESS RASMALAI CAKE,620,18
29-06-2024,6,7,22,NILOUFER TEA,150,84,GHEE ALMOND,220,293,SWEET CORN,20,144,TIRAMISU PASTRY,160.9,30
29-06-2024,6,7,23,NILOUFER TEA,150,132,OSMANIA CLASSIC,60,181,VADA PAV,180,145,SWISS ROCHER PASTRY,159,20
29-06-2024,6,7,24,NILOUFER TEA,150,114,OSMANIA PREMIUM,450,143,POPCORN,25,131,CHEESE CAKE,480,21
30-06-2024,6,1,1,NILOUFER TEA,150,61,BUTTER ALMOND,140,281,VEG PUFF,59,110,VANILLA CAKE,169,11
30-06-2024,6,1,2,NILOUFER TEA,150,122,DRY FRUIT,140,227,PANEER PUFF,69,146,BUTTERSCOCH CAKE,159,20
30-06-2024,6,1,3,NILOUFER TEA,150,60,CHOCOCHIP,100,220,EGG PUFF,70,144,DRY FRUITS CAKE,220,28
30-06-2024,6,1,4,NILOUFER TEA,150,89,DOUBLE CHOCOCHIP,120,225,ALOO SAMOSA,45,131,STRAWBERRY CAKE,250,25
30-06-2024,6,1,5,NILOUFER TEA,150,115,FRUIT BISCUIT,180,217,MASKA BUN,100,101,PINEAPPLE CAKE,111,24
30-06-2024,6,1,6,NILOUFER TEA,150,128,SALT BISCUIT,140,211,MALAI BUN,180,148,RASMALAI CAKE,250,18
30-06-2024,6,1,7,NILOUFER TEA,150,91,MELTING COOKIES,200,283,SANDWICH,120,133,CHOCLATE CAKE,320,29
30-06-2024,6,1,8,NILOUFER TEA,150,126,ALMOND STICKS,400,158,VEG HALEEM,320,111,CHOCO CHIPS CAKES,320,10
30-06-2024,6,1,9,NILOUFER TEA,150,87,MULTIGRAIN BISCUIT,210,193,ONION SAMOSA,50,103,ALMONDS CAKE,230,13
30-06-2024,6,1,10,NILOUFER TEA,150,63,OATS BISCUIT,125,203,FRENCHFRIES,250,149,BLUEBERRY CAKE,480,28
30-06-2024,6,1,11,NILOUFER TEA,150,107,RAGI BISCUIT,230,218,CLASSIC PIZZA - S,100,125,RED VELVET PASTRY,111,13
30-06-2024,6,1,12,NILOUFER TEA,150,110,COCONUT BISCUIT,150,130,BURGER,165,138,BELGIUM CHOCLATE PASTRY,159,14
30-06-2024,6,1,13,NILOUFER TEA,150,73,FRUIT PREMIUM,500,200,BUTTER CAKE,89,141,BLACK FOREST PASTRY,111,14
30-06-2024,6,1,14,NILOUFER TEA,150,125,PALMIERS,170,198,BURGUR BUN,170,122,BRAZILIAN COFFEE PASTRY,159,28
30-06-2024,6,1,15,NILOUFER TEA,150,91,CHOCOCHIP OSMANIA,165,158,VEG ROLL,45,139,OPERA PASTRY,169.9,24
30-06-2024,6,1,16,NILOUFER TEA,150,136,PLAIN KHARI,175,174,ALOO PARATHA,280,141,ENGLISH FRUIT CUSTURD,193,23
30-06-2024,6,1,17,NILOUFER TEA,150,140,DRY FRUIT PREMIUM,725,270,PAV BAJI,69,149,PREMIUM BUTTERSCOCH,159,21
30-06-2024,6,1,18,NILOUFER TEA,150,73,CHOCO ROCKS,320,283,VEG STICKS,220,122,EGGLESS BUTTERSCOCH,360,14
30-06-2024,6,1,19,NILOUFER TEA,150,133,GHEE BUN,80,134,PANNER PIZZA,320,109,EGGLESS CHOCOCHIP CAKE,410,20
30-06-2024,6,1,20,NILOUFER TEA,150,110,DUM KA ROAT,600,256,MUSHROOM WRAP,450,150,EGGLESS CHOCO TRUFFLE CAKE,520,14
30-06-2024,6,1,21,NILOUFER TEA,150,145,ATTA BISCUIT,180,100,MASALA FRIES,250,141,EGGLESS RASMALAI CAKE,620,28
30-06-2024,6,1,22,NILOUFER TEA,150,137,GHEE ALMOND,220,200,SWEET CORN,20,125,TIRAMISU PASTRY,160.9,18
30-06-2024,6,1,23,NILOUFER TEA,150,133,OSMANIA CLASSIC,60,261,VADA PAV,180,124,SWISS ROCHER PASTRY,159,11
30-06-2024,6,1,24,NILOUFER TEA,150,80,OSMANIA PREMIUM,450,277,POPCORN,25,144,CHEESE CAKE,480,13
01-07-2024,7,2,1,NILOUFER TEA,150,140,BUTTER ALMOND,140,255,VEG PUFF,59,143,VANILLA CAKE,169,29
01-07-2024,7,2,2,NILOUFER TEA,150,117,DRY FRUIT,140,102,PANEER PUFF,69,116,BUTTERSCOCH CAKE,159,14
01-07-2024,7,2,3,NILOUFER TEA,150,145,CHOCOCHIP,100,254,EGG PUFF,70,148,DRY FRUITS CAKE,220,29
01-07-2024,7,2,4,NILOUFER TEA,150,71,DOUBLE CHOCOCHIP,120,203,ALOO SAMOSA,45,150,STRAWBERRY CAKE,250,30
01-07-2024,7,2,5,NILOUFER TEA,150,134,FRUIT BISCUIT,180,154,MASKA BUN,100,121,PINEAPPLE CAKE,111,25
01-07-2024,7,2,6,NILOUFER TEA,150,68,SALT BISCUIT,140,245,MALAI BUN,180,136,RASMALAI CAKE,250,26
01-07-2024,7,2,7,NILOUFER TEA,150,145,MELTING COOKIES,200,253,SANDWICH,120,146,CHOCLATE CAKE,320,18
01-07-2024,7,2,8,NILOUFER TEA,150,99,ALMOND STICKS,400,280,VEG HALEEM,320,140,CHOCO CHIPS CAKES,320,14
01-07-2024,7,2,9,NILOUFER TEA,150,91,MULTIGRAIN BISCUIT,210,177,ONION SAMOSA,50,110,ALMONDS CAKE,230,14
01-07-2024,7,2,10,NILOUFER TEA,150,91,OATS BISCUIT,125,290,FRENCHFRIES,250,145,BLUEBERRY CAKE,480,21
01-07-2024,7,2,11,NILOUFER TEA,150,130,RAGI BISCUIT,230,138,CLASSIC PIZZA - S,100,120,RED VELVET PASTRY,111,24
01-07-2024,7,2,12,NILOUFER TEA,150,138,COCONUT BISCUIT,150,230,BURGER,165,132,BELGIUM CHOCLATE PASTRY,159,16
01-07-2024,7,2,13,NILOUFER TEA,150,123,FRUIT PREMIUM,500,267,BUTTER CAKE,89,142,BLACK FOREST PASTRY,111,15
01-07-2024,7,2,14,NILOUFER TEA,150,138,PALMIERS,170,298,BURGUR BUN,170,100,BRAZILIAN COFFEE PASTRY,159,12
01-07-2024,7,2,15,NILOUFER TEA,150,64,CHOCOCHIP OSMANIA,165,176,VEG ROLL,45,132,OPERA PASTRY,169.9,23
01-07-2024,7,2,16,NILOUFER TEA,150,90,PLAIN KHARI,175,239,ALOO PARATHA,280,102,ENGLISH FRUIT CUSTURD,193,18
01-07-2024,7,2,17,NILOUFER TEA,150,134,DRY FRUIT PREMIUM,725,170,PAV BAJI,69,122,PREMIUM BUTTERSCOCH,159,29
01-07-2024,7,2,18,NILOUFER TEA,150,101,CHOCO ROCKS,320,103,VEG STICKS,220,144,EGGLESS BUTTERSCOCH,360,29
01-07-2024,7,2,19,NILOUFER TEA,150,96,GHEE BUN,80,251,PANNER PIZZA,320,121,EGGLESS CHOCOCHIP CAKE,410,11
01-07-2024,7,2,20,NILOUFER TEA,150,142,DUM KA ROAT,600,149,MUSHROOM WRAP,450,125,EGGLESS CHOCO TRUFFLE CAKE,520,24
01-07-2024,7,2,21,NILOUFER TEA,150,85,ATTA BISCUIT,180,147,MASALA FRIES,250,133,EGGLESS RASMALAI CAKE,620,27
01-07-2024,7,2,22,NILOUFER TEA,150,88,GHEE ALMOND,220,274,SWEET CORN,20,121,TIRAMISU PASTRY,160.9,25
01-07-2024,7,2,23,NILOUFER TEA,150,145,OSMANIA CLASSIC,60,189,VADA PAV,180,132,SWISS ROCHER PASTRY,159,28
01-07-2024,7,2,24,NILOUFER TEA,150,148,OSMANIA PREMIUM,450,297,POPCORN,25,113,CHEESE CAKE,480,30
02-07-2024,7,3,1,NILOUFER TEA,150,63,BUTTER ALMOND,140,289,VEG PUFF,59,125,VANILLA CAKE,169,12
02-07-2024,7,3,2,NILOUFER TEA,150,86,DRY FRUIT,140,209,PANEER PUFF,69,103,BUTTERSCOCH CAKE,159,16
02-07-2024,7,3,3,NILOUFER TEA,150,63,CHOCOCHIP,100,129,EGG PUFF,70,103,DRY FRUITS CAKE,220,12
02-07-2024,7,3,4,NILOUFER TEA,150,132,DOUBLE CHOCOCHIP,120,187,ALOO SAMOSA,45,105,STRAWBERRY CAKE,250,24
02-07-2024,7,3,5,NILOUFER TEA,150,92,FRUIT BISCUIT,180,131,MASKA BUN,100,104,PINEAPPLE CAKE,111,27
02-07-2024,7,3,6,NILOUFER TEA,150,96,SALT BISCUIT,140,148,MALAI BUN,180,105,RASMALAI CAKE,250,24
02-07-2024,7,3,7,NILOUFER TEA,150,77,MELTING COOKIES,200,144,SANDWICH,120,104,CHOCLATE CAKE,320,10
02-07-2024,7,3,8,NILOUFER TEA,150,137,ALMOND STICKS,400,111,VEG HALEEM,320,143,CHOCO CHIPS CAKES,320,16
02-07-2024,7,3,9,NILOUFER TEA,150,84,MULTIGRAIN BISCUIT,210,196,ONION SAMOSA,50,136,ALMONDS CAKE,230,14
02-07-2024,7,3,10,NILOUFER TEA,150,76,OATS BISCUIT,125,115,FRENCHFRIES,250,120,BLUEBERRY CAKE,480,23
02-07-2024,7,3,11,NILOUFER TEA,150,145,RAGI BISCUIT,230,189,CLASSIC PIZZA - S,100,107,RED VELVET PASTRY,111,15
02-07-2024,7,3,12,NILOUFER TEA,150,66,COCONUT BISCUIT,150,263,BURGER,165,147,BELGIUM CHOCLATE PASTRY,159,26
02-07-2024,7,3,13,NILOUFER TEA,150,100,FRUIT PREMIUM,500,167,BUTTER CAKE,89,124,BLACK FOREST PASTRY,111,16
02-07-2024,7,3,14,NILOUFER TEA,150,146,PALMIERS,170,139,BURGUR BUN,170,131,BRAZILIAN COFFEE PASTRY,159,26
02-07-2024,7,3,15,NILOUFER TEA,150,85,CHOCOCHIP OSMANIA,165,108,VEG ROLL,45,147,OPERA PASTRY,169.9,29
02-07-2024,7,3,16,NILOUFER TEA,150,80,PLAIN KHARI,175,169,ALOO PARATHA,280,137,ENGLISH FRUIT CUSTURD,193,14
02-07-2024,7,3,17,NILOUFER TEA,150,84,DRY FRUIT PREMIUM,725,254,PAV BAJI,69,111,PREMIUM BUTTERSCOCH,159,11
02-07-2024,7,3,18,NILOUFER TEA,150,92,CHOCO ROCKS,320,107,VEG STICKS,220,130,EGGLESS BUTTERSCOCH,360,16
02-07-2024,7,3,19,NILOUFER TEA,150,100,GHEE BUN,80,108,PANNER PIZZA,320,132,EGGLESS CHOCOCHIP CAKE,410,20
02-07-2024,7,3,20,NILOUFER TEA,150,93,DUM KA ROAT,600,208,MUSHROOM WRAP,450,128,EGGLESS CHOCO TRUFFLE CAKE,520,14
02-07-2024,7,3,21,NILOUFER TEA,150,133,ATTA BISCUIT,180,142,MASALA FRIES,250,116,EGGLESS RASMALAI CAKE,620,12
02-07-2024,7,3,22,NILOUFER TEA,150,73,GHEE ALMOND,220,193,SWEET CORN,20,138,TIRAMISU PASTRY,160.9,27
02-07-2024,7,3,23,NILOUFER TEA,150,103,OSMANIA CLASSIC,60,202,VADA PAV,180,105,SWISS ROCHER PASTRY,159,27
02-07-2024,7,3,24,NILOUFER TEA,150,111,OSMANIA PREMIUM,450,115,POPCORN,25,120,CHEESE CAKE,480,14
03-07-2024,7,4,1,NILOUFER TEA,150,145,BUTTER ALMOND,140,179,VEG PUFF,59,139,VANILLA CAKE,169,20
03-07-2024,7,4,2,NILOUFER TEA,150,121,DRY FRUIT,140,119,PANEER PUFF,69,149,BUTTERSCOCH CAKE,159,26
03-07-2024,7,4,3,NILOUFER TEA,150,74,CHOCOCHIP,100,171,EGG PUFF,70,140,DRY FRUITS CAKE,220,13
03-07-2024,7,4,4,NILOUFER TEA,150,71,DOUBLE CHOCOCHIP,120,115,ALOO SAMOSA,45,132,STRAWBERRY CAKE,250,14
03-07-2024,7,4,5,NILOUFER TEA,150,72,FRUIT BISCUIT,180,134,MASKA BUN,100,104,PINEAPPLE CAKE,111,22
03-07-2024,7,4,6,NILOUFER TEA,150,68,SALT BISCUIT,140,273,MALAI BUN,180,136,RASMALAI CAKE,250,10
03-07-2024,7,4,7,NILOUFER TEA,150,60,MELTING COOKIES,200,158,SANDWICH,120,101,CHOCLATE CAKE,320,27
03-07-2024,7,4,8,NILOUFER TEA,150,76,ALMOND STICKS,400,107,VEG HALEEM,320,108,CHOCO CHIPS CAKES,320,26
03-07-2024,7,4,9,NILOUFER TEA,150,68,MULTIGRAIN BISCUIT,210,100,ONION SAMOSA,50,129,ALMONDS CAKE,230,26
03-07-2024,7,4,10,NILOUFER TEA,150,131,OATS BISCUIT,125,254,FRENCHFRIES,250,124,BLUEBERRY CAKE,480,16
03-07-2024,7,4,11,NILOUFER TEA,150,135,RAGI BISCUIT,230,207,CLASSIC PIZZA - S,100,138,RED VELVET PASTRY,111,28
03-07-2024,7,4,12,NILOUFER TEA,150,96,COCONUT BISCUIT,150,205,BURGER,165,123,BELGIUM CHOCLATE PASTRY,159,14
03-07-2024,7,4,13,NILOUFER TEA,150,87,FRUIT PREMIUM,500,243,BUTTER CAKE,89,142,BLACK FOREST PASTRY,111,12
03-07-2024,7,4,14,NILOUFER TEA,150,94,PALMIERS,170,152,BURGUR BUN,170,133,BRAZILIAN COFFEE PASTRY,159,25
03-07-2024,7,4,15,NILOUFER TEA,150,131,CHOCOCHIP OSMANIA,165,272,VEG ROLL,45,126,OPERA PASTRY,169.9,24
03-07-2024,7,4,16,NILOUFER TEA,150,122,PLAIN KHARI,175,225,ALOO PARATHA,280,127,ENGLISH FRUIT CUSTURD,193,29
03-07-2024,7,4,17,NILOUFER TEA,150,144,DRY FRUIT PREMIUM,725,294,PAV BAJI,69,125,PREMIUM BUTTERSCOCH,159,12
03-07-2024,7,4,18,NILOUFER TEA,150,137,CHOCO ROCKS,320,107,VEG STICKS,220,123,EGGLESS BUTTERSCOCH,360,22
03-07-2024,7,4,19,NILOUFER TEA,150,110,GHEE BUN,80,230,PANNER PIZZA,320,110,EGGLESS CHOCOCHIP CAKE,410,15
03-07-2024,7,4,20,NILOUFER TEA,150,68,DUM KA ROAT,600,103,MUSHROOM WRAP,450,104,EGGLESS CHOCO TRUFFLE CAKE,520,13
03-07-2024,7,4,21,NILOUFER TEA,150,148,ATTA BISCUIT,180,103,MASALA FRIES,250,114,EGGLESS RASMALAI CAKE,620,21
03-07-2024,7,4,22,NILOUFER TEA,150,129,GHEE ALMOND,220,124,SWEET CORN,20,121,TIRAMISU PASTRY,160.9,21
03-07-2024,7,4,23,NILOUFER TEA,150,138,OSMANIA CLASSIC,60,250,VADA PAV,180,123,SWISS ROCHER PASTRY,159,19
03-07-2024,7,4,24,NILOUFER TEA,150,139,OSMANIA PREMIUM,450,242,POPCORN,25,145,CHEESE CAKE,480,29
04-07-2024,7,5,1,NILOUFER TEA,150,68,BUTTER ALMOND,140,109,VEG PUFF,59,142,VANILLA CAKE,169,20
04-07-2024,7,5,2,NILOUFER TEA,150,66,DRY FRUIT,140,116,PANEER PUFF,69,100,BUTTERSCOCH CAKE,159,14
04-07-2024,7,5,3,NILOUFER TEA,150,91,CHOCOCHIP,100,292,EGG PUFF,70,145,DRY FRUITS CAKE,220,14
04-07-2024,7,5,4,NILOUFER TEA,150,125,DOUBLE CHOCOCHIP,120,244,ALOO SAMOSA,45,139,STRAWBERRY CAKE,250,27
04-07-2024,7,5,5,NILOUFER TEA,150,78,FRUIT BISCUIT,180,234,MASKA BUN,100,118,PINEAPPLE CAKE,111,13
04-07-2024,7,5,6,NILOUFER TEA,150,99,SALT BISCUIT,140,244,MALAI BUN,180,111,RASMALAI CAKE,250,20
04-07-2024,7,5,7,NILOUFER TEA,150,93,MELTING COOKIES,200,128,SANDWICH,120,134,CHOCLATE CAKE,320,10
04-07-2024,7,5,8,NILOUFER TEA,150,69,ALMOND STICKS,400,296,VEG HALEEM,320,150,CHOCO CHIPS CAKES,320,26
04-07-2024,7,5,9,NILOUFER TEA,150,104,MULTIGRAIN BISCUIT,210,288,ONION SAMOSA,50,123,ALMONDS CAKE,230,25
04-07-2024,7,5,10,NILOUFER TEA,150,111,OATS BISCUIT,125,163,FRENCHFRIES,250,143,BLUEBERRY CAKE,480,19
04-07-2024,7,5,11,NILOUFER TEA,150,71,RAGI BISCUIT,230,161,CLASSIC PIZZA - S,100,118,RED VELVET PASTRY,111,21
04-07-2024,7,5,12,NILOUFER TEA,150,125,COCONUT BISCUIT,150,155,BURGER,165,139,BELGIUM CHOCLATE PASTRY,159,30
04-07-2024,7,5,13,NILOUFER TEA,150,64,FRUIT PREMIUM,500,211,BUTTER CAKE,89,113,BLACK FOREST PASTRY,111,16
04-07-2024,7,5,14,NILOUFER TEA,150,103,PALMIERS,170,180,BURGUR BUN,170,132,BRAZILIAN COFFEE PASTRY,159,20
04-07-2024,7,5,15,NILOUFER TEA,150,96,CHOCOCHIP OSMANIA,165,266,VEG ROLL,45,104,OPERA PASTRY,169.9,19
04-07-2024,7,5,16,NILOUFER TEA,150,87,PLAIN KHARI,175,258,ALOO PARATHA,280,103,ENGLISH FRUIT CUSTURD,193,15
04-07-2024,7,5,17,NILOUFER TEA,150,76,DRY FRUIT PREMIUM,725,264,PAV BAJI,69,103,PREMIUM BUTTERSCOCH,159,24
04-07-2024,7,5,18,NILOUFER TEA,150,99,CHOCO ROCKS,320,168,VEG STICKS,220,113,EGGLESS BUTTERSCOCH,360,16
04-07-2024,7,5,19,NILOUFER TEA,150,118,GHEE BUN,80,252,PANNER PIZZA,320,118,EGGLESS CHOCOCHIP CAKE,410,18
04-07-2024,7,5,20,NILOUFER TEA,150,110,DUM KA ROAT,600,268,MUSHROOM WRAP,450,143,EGGLESS CHOCO TRUFFLE CAKE,520,23
04-07-2024,7,5,21,NILOUFER TEA,150,141,ATTA BISCUIT,180,133,MASALA FRIES,250,148,EGGLESS RASMALAI CAKE,620,23
04-07-2024,7,5,22,NILOUFER TEA,150,105,GHEE ALMOND,220,229,SWEET CORN,20,109,TIRAMISU PASTRY,160.9,19
04-07-2024,7,5,23,NILOUFER TEA,150,102,OSMANIA CLASSIC,60,276,VADA PAV,180,140,SWISS ROCHER PASTRY,159,21
04-07-2024,7,5,24,NILOUFER TEA,150,73,OSMANIA PREMIUM,450,238,POPCORN,25,119,CHEESE CAKE,480,26
05-07-2024,7,6,1,NILOUFER TEA,150,64,BUTTER ALMOND,140,156,VEG PUFF,59,135,VANILLA CAKE,169,28
05-07-2024,7,6,2,NILOUFER TEA,150,145,DRY FRUIT,140,209,PANEER PUFF,69,113,BUTTERSCOCH CAKE,159,30
05-07-2024,7,6,3,NILOUFER TEA,150,64,CHOCOCHIP,100,291,EGG PUFF,70,122,DRY FRUITS CAKE,220,19
05-07-2024,7,6,4,NILOUFER TEA,150,92,DOUBLE CHOCOCHIP,120,298,ALOO SAMOSA,45,114,STRAWBERRY CAKE,250,25
05-07-2024,7,6,5,NILOUFER TEA,150,77,FRUIT BISCUIT,180,266,MASKA BUN,100,121,PINEAPPLE CAKE,111,27
